index,date,open,high,low,close,volume
98,"2019/09/02, 03:30:00",109700.7,112123.4,103640.7,104179.5,0.0
99,"2019/10/01, 03:30:00",104073.9,107834.6,103468.9,107433.2,0.0
100,"2019/11/01, 03:30:00",107515.5,107589.6,103572.6,105055.5,0.0
101,"2019/12/02, 03:30:00",104847.4,108831.9,103442.7,108296.4,0.0
102,"2020/01/01, 03:30:00",108296.4,114964.4,108168.6,113674.0,0.0
103,"2020/02/03, 03:30:00",113674.0,121412.0,110173.2,114281.1,0.0
104,"2020/03/02, 03:30:00",115557.0,125889.1,107805.3,118811.1,0.0
105,"2020/04/01, 03:30:00",118425.8,133237.9,118298.7,127205.0,0.0
106,"2020/05/01, 03:30:00",127143.3,134196.2,126451.6,130532.5,0.0
107,"2020/06/01, 03:30:00",130968.9,134930.5,126716.8,134628.6,0.0
108,"2020/07/01, 03:30:00",134739.3,148382.5,131408.9,148067.0,0.0
109,"2020/08/03, 03:30:00",148067.0,155213.2,139484.5,144451.0,0.0
110,"2020/09/01, 03:30:00",144315.1,145785.4,136392.6,138731.2,0.0
111,"2020/10/01, 03:30:00",138885.0,142123.9,137820.4,140095.2,0.0
112,"2020/11/02, 03:30:00",140121.5,145399.2,130586.5,131507.4,0.0
113,"2020/12/01, 03:30:00",131994.8,140436.2,131146.1,138657.8,0.0
114,"2021/01/01, 03:30:00",138697.0,143222.3,133021.4,134756.2,0.0
115,"2021/02/01, 03:30:00",134735.4,136708.1,127555.7,128299.2,0.0
116,"2021/03/01, 03:30:00",128254.8,129070.7,123092.0,124922.0,0.0
117,"2021/04/01, 03:30:00",124961.6,135698.3,124961.6,131031.5,0.0
118,"2021/05/03, 03:30:00",130900.2,139216.3,130755.0,138203.0,0.0
119,"2021/06/01, 03:30:00",138348.4,139469.2,131159.1,131607.4,0.0
