index,date,open,high,low,close,volume
53,"2011/08/01, 09:15:00",22.278501,27.78,22.201499,25.916499,512839800.0
54,"2011/09/02, 09:15:00",26.447,27.7805,24.81,25.206001,499675700.0
55,"2011/10/03, 09:15:00",25.4,26.595,24.8105,25.9945,386678200.0
56,"2011/11/01, 09:15:00",26.0,29.41,26.0,27.667,236876100.0
57,"2011/12/01, 09:15:00",27.902,28.037,25.63,26.1025,221331700.0
58,"2012/01/02, 09:15:00",26.11,27.13,25.5,27.066001,175050000.0
59,"2012/02/01, 09:15:00",27.23,27.5355,26.2755,27.505,85899100.0
60,"2012/03/01, 09:15:00",27.28,27.97,26.03,27.0075,142385300.0
61,"2012/04/02, 09:15:00",27.058999,28.0,26.652,27.8725,253096800.0
62,"2012/05/02, 09:15:00",27.8,28.098999,26.6555,27.878501,115427600.0
63,"2012/06/01, 09:15:00",27.88,28.9495,27.665,28.09,213677300.0
64,"2012/07/02, 09:15:00",28.155,28.678,27.7105,28.6275,81326600.0
65,"2012/08/01, 09:15:00",28.421001,29.62,28.205,29.288999,72435100.0
66,"2012/09/03, 09:15:00",29.885,31.19,29.553,29.9445,113316400.0
67,"2012/10/01, 09:15:00",29.885,30.013999,29.2,29.481499,103438400.0
68,"2012/11/01, 09:15:00",29.521499,30.9,28.963,30.013501,125548800.0
69,"2012/12/03, 09:15:00",30.013501,30.036001,28.845,29.031001,114189400.0
70,"2013/01/01, 09:15:00",29.111499,29.978999,28.77,28.798999,90097400.0
71,"2013/02/01, 09:15:00",28.75,29.0,27.5555,27.9745,72146600.0
72,"2013/03/01, 09:15:00",27.948,28.7,26.777,28.068999,61112600.0
73,"2013/04/01, 09:15:00",28.148,28.148,23.92,25.66,214261600.0
74,"2013/05/02, 09:15:00",25.455,25.956001,24.3205,25.79,349422200.0
75,"2013/06/03, 09:15:00",25.588501,26.56,23.772,23.877,139161100.0
76,"2013/07/01, 09:15:00",24.061001,27.0105,24.061001,26.715,110483500.0
77,"2013/08/01, 09:15:00",26.5,30.488,25.841001,29.123,172086400.0
78,"2013/09/02, 09:15:00",29.11,30.55,27.38,28.34,73916800.0
79,"2013/10/01, 09:15:00",28.398,29.99,27.75,28.732,68642400.0
80,"2013/11/01, 09:15:00",28.748,29.295,28.32,28.74,52904300.0
81,"2013/12/02, 09:15:00",28.738,28.888999,27.08,27.238999,60485200.0
82,"2014/01/01, 09:15:00",27.17,29.41,27.1505,27.61,52654900.0
83,"2014/02/03, 09:15:00",27.9,28.678,27.5105,28.5025,45548700.0
84,"2014/03/03, 09:15:00",28.608999,28.788999,26.77,27.0725,46973400.0
85,"2014/04/01, 09:15:00",26.9995,28.15,26.3,27.858501,47961100.0
86,"2014/05/02, 09:15:00",27.935,28.098,24.81,24.921001,95364100.0
87,"2014/06/02, 09:15:00",25.0,26.2605,24.45,26.0675,65164100.0
88,"2014/07/01, 09:15:00",26.16,26.4,25.33,25.691499,34204100.0
89,"2014/08/01, 09:15:00",25.65,26.81,25.4605,25.7075,32922600.0
90,"2014/09/01, 09:15:00",25.698501,25.785,24.602,24.698,38574500.0
91,"2014/10/01, 09:15:00",24.698,25.7,24.1905,24.27,50282400.0
92,"2014/11/03, 09:15:00",24.38,24.71,23.77,24.428999,56510300.0
93,"2014/12/01, 09:15:00",24.1,25.02,23.81,24.641499,48636400.0
94,"2015/01/01, 09:15:00",24.5995,26.0,24.43,25.788,40842300.0
95,"2015/02/02, 09:15:00",25.88,25.9,24.0,24.366001,20323900.0
96,"2015/03/02, 09:15:00",24.45,24.7695,22.823,23.9895,30041000.0
97,"2015/04/01, 09:15:00",24.0995,24.9,23.99,24.8425,31951900.0
98,"2015/05/04, 09:15:00",24.65,25.35,24.45,24.598501,22151200.0
99,"2015/06/01, 09:15:00",24.6,24.73,24.057,24.198501,29416900.0
100,"2015/07/01, 09:15:00",24.29,24.85,22.66,22.6975,41213200.0
101,"2015/08/03, 09:15:00",22.801499,24.978,20.75,24.313,44290700.0
102,"2015/09/01, 09:15:00",24.36,24.511001,23.51,23.87,28636900.0
103,"2015/10/01, 09:15:00",23.798,24.71,23.6055,24.406499,21522800.0
104,"2015/11/02, 09:15:00",24.39,24.4,22.906001,22.925,33112700.0
105,"2015/12/01, 09:15:00",23.101499,23.428,22.6055,22.7925,23827100.0
106,"2016/01/01, 09:15:00",22.8495,24.437,22.751001,24.233501,32612800.0
107,"2016/02/01, 09:15:00",24.2555,26.5125,24.2555,26.4895,62223700.0
108,"2016/03/01, 09:15:00",26.6,26.848999,25.216499,25.6375,36294800.0
109,"2016/04/01, 09:15:00",25.5505,27.2,25.401499,27.171001,27214100.0
110,"2016/05/02, 09:15:00",27.26,28.0,26.3625,26.456001,29161600.0
111,"2016/06/01, 09:15:00",26.485,28.24,26.098,27.773,45397900.0
112,"2016/07/01, 09:15:00",28.06,28.4995,27.63,27.963,34775500.0
113,"2016/08/01, 09:15:00",28.1255,29.188,28.068999,28.1205,28620500.0
114,"2016/09/01, 09:15:00",28.2,28.6,27.8,28.252,23855900.0
115,"2016/10/03, 09:15:00",28.1975,29.0095,27.19,27.393501,30036800.0
116,"2016/11/01, 09:15:00",27.89,29.0,26.25,26.456499,43059500.0
117,"2016/12/01, 09:15:00",26.388999,26.855,24.78,25.646001,23381600.0
118,"2017/01/02, 09:15:00",25.5995,27.1,25.288,26.307,20675300.0
119,"2017/02/01, 09:15:00",26.3,27.16,26.2755,27.021499,22098700.0
120,"2017/03/01, 09:15:00",27.08,27.08,25.6,26.128501,28491600.0
121,"2017/04/03, 09:15:00",26.2,27.0,26.056001,26.4055,41259500.0
122,"2017/05/02, 09:15:00",26.3995,26.5305,25.4905,26.1845,35199000.0
123,"2017/06/01, 09:15:00",26.3,26.748999,25.71,25.768999,32622200.0
124,"2017/07/03, 09:15:00",25.7495,25.838999,24.755,25.71,25506000.0
125,"2017/08/01, 09:15:00",25.8,26.928999,25.5,26.526001,33836200.0
126,"2017/09/01, 09:15:00",26.69,27.748999,26.5555,26.6625,35736100.0
127,"2017/10/03, 09:15:00",26.7,27.048999,26.221001,26.371499,33576900.0
128,"2017/11/01, 09:15:00",26.5,26.7,26.133501,26.3005,33835400.0
129,"2017/12/01, 09:15:00",26.25,26.58,25.501499,26.268,35066400.0
130,"2018/01/01, 09:15:00",26.308,27.4505,26.308,27.088999,38847800.0
131,"2018/02/01, 09:15:00",27.088999,27.66,26.76,27.3025,40462000.0
132,"2018/03/01, 09:15:00",27.278,27.75,26.9625,27.458,39685900.0
133,"2018/04/02, 09:15:00",27.435,28.2995,27.19,27.748999,37008800.0
134,"2018/05/02, 09:15:00",28.0,28.8,27.5505,27.782,26105000.0
135,"2018/06/01, 09:15:00",27.8,27.8345,27.08,27.1305,25165300.0
136,"2018/07/02, 09:15:00",27.1305,27.9795,26.4805,26.503999,19458400.0
137,"2018/08/01, 09:15:00",26.7,27.2,26.111001,27.0475,26350200.0
138,"2018/09/03, 09:15:00",27.0,27.6,26.656001,27.028,29338900.0
139,"2018/10/01, 09:15:00",26.95,28.883999,24.101001,28.3705,36566500.0
140,"2018/11/01, 09:15:00",28.398501,28.5,26.95,26.9855,20755500.0
141,"2018/12/03, 09:15:00",27.001499,28.992,26.97,28.0205,28639200.0
142,"2019/01/01, 09:15:00",28.02,29.448,27.91,29.348501,28935900.0
143,"2019/02/01, 09:15:00",29.301499,30.015,29.051499,29.5025,30172600.0
144,"2019/03/01, 09:15:00",28.912,29.25,27.88,28.08,26690000.0
145,"2019/04/01, 09:15:00",28.15,28.49,27.798501,28.1525,17724000.0
146,"2019/05/02, 09:15:00",28.1,28.668999,27.741001,28.382,29656800.0
147,"2019/06/03, 09:15:00",28.502,30.6,28.502,29.9795,37513400.0
148,"2019/07/01, 09:15:00",29.698501,31.638999,29.466001,30.656499,38869200.0
149,"2019/08/01, 09:15:00",30.598,34.74,30.4,33.7995,69165200.0
150,"2019/09/03, 09:15:00",34.428,35.0,32.6,32.9725,56492800.0
151,"2019/10/01, 09:15:00",32.95,34.8,32.2505,34.0655,44902000.0
152,"2019/11/01, 09:15:00",34.0,35.55,32.843501,33.413501,24916700.0
153,"2019/12/02, 09:15:00",33.5195,36.299999,30.1,34.450001,19551467.0
154,"2020/01/01, 09:15:00",34.799999,36.900002,34.0,35.869999,43322296.0
155,"2020/02/01, 09:15:00",36.450001,39.0,35.18,37.369999,41365195.0
156,"2020/03/02, 09:15:00",36.939999,43.700001,34.459999,38.209999,100657492.0
157,"2020/04/01, 09:15:00",38.209999,45.049999,37.32,42.57,150180464.0
158,"2020/05/04, 09:15:00",42.57,43.939999,39.599998,40.990002,132239025.0
159,"2020/06/01, 09:15:00",41.369999,43.07,40.5,42.610001,82382363.0
160,"2020/07/01, 09:15:00",43.25,47.25,42.0,47.139999,146801680.0
161,"2020/08/03, 09:15:00",47.139999,51.5,43.16,45.34,181875083.0
162,"2020/09/01, 09:15:00",45.700001,48.139999,38.700001,44.18,104021529.0
163,"2020/10/01, 09:15:00",44.810001,51.200001,38.200001,44.32,59752664.0
164,"2020/11/02, 09:15:00",47.98,49.5,37.400002,42.84,86491730.0
165,"2020/12/01, 09:15:00",44.27,49.959999,38.099998,43.75,88435714.0
166,"2021/01/01, 09:15:00",47.98,47.98,40.02,42.650002,102566918.0
167,"2021/02/01, 09:15:00",43.970001,43.970001,35.799999,40.25,124465362.0
168,"2021/03/01, 09:15:00",41.98,43.95,38.15,38.17,152661017.0
169,"2021/04/01, 09:15:00",39.7,41.99,37.0,40.59,93804932.0
170,"2021/05/03, 09:15:00",41.7,44.88,40.45,42.59,81702767.0
171,"2021/06/01, 09:15:00",42.78,44.89,40.71,40.96,74800371.0
