index,date,open,high,low,close,volume
0,"2007/03/01, 09:15:00",10.0,11.05,9.4,9.4704999,14709300.0
1,"2007/04/02, 09:15:00",9.5,9.6995001,9.0865002,9.2158002,16547400.0
2,"2007/05/03, 09:15:00",9.21,9.3996997,8.71,8.7884998,20609200.0
3,"2007/06/01, 09:15:00",8.7884998,9.8,7.97,8.6852002,20095400.0
4,"2007/07/02, 09:15:00",8.7,8.9795001,8.595,8.7985999,9427500.0
5,"2007/08/01, 09:15:00",8.7310999,8.99,8.71,8.9270001,8509000.0
6,"2007/09/03, 09:15:00",8.7,9.75,8.7,9.4812,11463700.0
7,"2007/10/01, 09:15:00",9.46,10.1,8.75,9.9473999,20250700.0
8,"2007/11/01, 09:15:00",10.12,11.11,9.85,10.2974,17875700.0
9,"2007/12/03, 09:15:00",10.2974,12.025,9.8,10.6215,10315400.0
10,"2008/01/01, 09:15:00",10.6,12.94,10.2525,11.7976,14243200.0
11,"2008/02/01, 09:15:00",11.71,12.6359,11.3105,12.4929,9690000.0
12,"2008/03/03, 09:15:00",12.6,13.8,11.7125,12.169399,38724500.0
13,"2008/04/01, 09:15:00",12.0,12.4311,11.45,11.5203,19916700.0
14,"2008/05/02, 09:15:00",11.51,13.026801,11.25,12.1408,44547500.0
15,"2008/06/02, 09:15:00",12.1408,13.21,11.9245,13.1208,31265700.0
16,"2008/07/01, 09:15:00",13.0,13.7789,12.45,12.591,47207400.0
17,"2008/08/01, 09:15:00",12.6,12.6299,11.51,11.8853,54961800.0
18,"2008/09/01, 09:15:00",11.93,13.19,10.763101,12.8724,55606500.0
19,"2008/10/01, 09:15:00",12.8724,14.25,11.27,11.563199,62140900.0
20,"2008/11/03, 09:15:00",11.6001,12.99,11.2025,12.7185,22159400.0
21,"2008/12/01, 09:15:00",12.731,13.4,12.1001,13.219301,26101000.0
22,"2009/01/01, 09:15:00",13.256,14.0698,12.81,14.0302,31845300.0
23,"2009/02/02, 09:15:00",13.95,15.74,13.5,15.0367,68934400.0
24,"2009/03/02, 09:15:00",15.2,15.49,14.55,14.915699,47933100.0
25,"2009/04/01, 09:15:00",14.9,14.9925,13.637,14.3629,30400700.0
26,"2009/05/04, 09:15:00",14.3,14.75,13.9201,14.648,26263900.0
27,"2009/06/01, 09:15:00",14.84,14.899,14.2,14.4363,27297200.0
28,"2009/07/01, 09:15:00",14.499,15.6,14.252,14.5477,25097600.0
29,"2009/08/03, 09:15:00",14.57,15.09,14.57,15.0488,19286200.0
30,"2009/09/01, 09:15:00",15.0,15.92,14.9515,15.4771,70418400.0
31,"2009/10/01, 09:15:00",15.4985,15.95,15.3605,15.716899,57402700.0
32,"2009/11/03, 09:15:00",15.8,17.961,15.8,17.436,89665400.0
33,"2009/12/01, 09:15:00",17.539,18.25,16.2717,16.5159,113917800.0
34,"2010/01/04, 09:15:00",16.511,17.0,16.0555,16.0739,79744900.0
35,"2010/02/01, 09:15:00",16.0739,16.927,15.75,16.5064,68866300.0
36,"2010/03/02, 09:15:00",16.509,16.802,16.01,16.0823,63910300.0
37,"2010/04/01, 09:15:00",16.09,16.798,16.081,16.712,51112900.0
38,"2010/05/03, 09:15:00",16.79,18.4,16.7,17.973,115201500.0
39,"2010/06/01, 09:15:00",18.0,19.5,17.95,18.531,123282300.0
40,"2010/07/01, 09:15:00",18.53,19.43,17.42,17.53,118104200.0
41,"2010/08/02, 09:15:00",17.6,18.68,17.495,18.5735,107729000.0
42,"2010/09/01, 09:15:00",18.701,19.0,18.03,18.8065,114417300.0
43,"2010/10/01, 09:15:00",18.83,19.65,18.5115,18.9505,170195500.0
44,"2010/11/01, 09:15:00",19.14,20.69,19.1105,19.9025,117534600.0
45,"2010/12/01, 09:15:00",19.92,20.33,19.8135,20.099,88071400.0
46,"2011/01/03, 09:15:00",20.19,20.239,19.105,19.563,93958900.0
47,"2011/02/01, 09:15:00",19.65,20.347,19.275,20.197,56295000.0
48,"2011/03/01, 09:15:00",20.2,20.58,19.953,20.243,86070400.0
49,"2011/04/01, 09:15:00",20.2485,21.977,20.18,21.566001,100263700.0
50,"2011/05/02, 09:15:00",21.75,21.96,20.76,21.9045,257506500.0
51,"2011/06/01, 09:15:00",21.7895,22.0,21.225,21.3375,95731800.0
52,"2011/07/01, 09:15:00",21.295,22.6095,20.992,22.311499,172931300.0
